7.88e+04,1.16e-01,1.35e-01,1.54e-01,3.37e-01,8.09e+02,4.78e+02
7.94e+04,1.32e-01,1.47e-01,1.54e-01,3.37e-01,8.10e+02,4.80e+02
7.99e+04,1.22e-01,1.36e-01,1.54e-01,3.37e-01,8.09e+02,4.80e+02
8.04e+04,1.32e-01,1.46e-01,1.54e-01,3.37e-01,8.10e+02,4.82e+02
8.09e+04,1.23e-01,1.33e-01,1.54e-01,3.37e-01,8.10e+02,4.83e+02
8.14e+04,1.25e-01,1.36e-01,1.54e-01,3.37e-01,8.09e+02,4.80e+02
8.19e+04,1.27e-01,1.37e-01,1.54e-01,3.37e-01,8.10e+02,4.86e+02
8.24e+04,1.40e-01,1.58e-01,1.54e-01,3.20e-01,8.09e+02,4.84e+02
8.29e+04,1.39e-01,1.49e-01,1.54e-01,3.37e-01,8.10e+02,4.89e+02
8.35e+04,1.26e-01,1.38e-01,1.54e-01,3.37e-01,8.10e+02,4.87e+02
8.40e+04,1.19e-01,1.34e-01,1.54e-01,3.37e-01,8.09e+02,4.85e+02
8.45e+04,1.33e-01,1.49e-01,1.54e-01,3.37e-01,8.10e+02,4.85e+02
8.50e+04,1.30e-01,1.47e-01,1.54e-01,3.37e-01,8.10e+02,4.78e+02
8.55e+04,1.44e-01,1.61e-01,1.61e-01,3.35e-01,8.10e+02,4.88e+02
8.60e+04,1.45e-01,1.56e-01,1.61e-01,3.35e-01,8.11e+02,4.87e+02
8.65e+04,1.43e-01,1.51e-01,1.61e-01,3.35e-01,8.10e+02,4.87e+02
8.70e+04,1.34e-01,1.45e-01,1.61e-01,3.35e-01,8.11e+02,4.87e+02
8.76e+04,1.36e-01,1.50e-01,1.61e-01,3.35e-01,8.10e+02,4.86e+02
8.81e+04,1.22e-01,1.29e-01,1.61e-01,3.35e-01,8.10e+02,4.92e+02
8.86e+04,1.20e-01,1.33e-01,1.61e-01,3.35e-01,8.10e+02,4.91e+02
8.91e+04,1.38e-01,1.49e-01,1.61e-01,3.35e-01,8.10e+02,4.88e+02
8.96e+04,1.33e-01,1.44e-01,1.61e-01,3.35e-01,8.10e+02,4.87e+02
9.01e+04,1.51e-01,1.70e-01,1.70e-01,3.74e-01,8.10e+02,4.87e+02
9.06e+04,1.51e-01,1.64e-01,1.70e-01,3.74e-01,8.10e+02,4.88e+02
9.11e+04,1.45e-01,1.57e-01,1.70e-01,3.74e-01,8.12e+02,4.88e+02
9.16e+04,1.45e-01,1.59e-01,1.70e-01,3.74e-01,8.12e+02,4.88e+02
9.22e+04,1.40e-01,1.48e-01,1.70e-01,3.74e-01,8.12e+02,4.89e+02
9.27e+04,1.39e-01,1.48e-01,1.70e-01,3.74e-01,8.14e+02,4.91e+02
9.32e+04,1.23e-01,1.30e-01,1.70e-01,3.74e-01,8.14e+02,4.90e+02
9.37e+04,1.54e-01,1.62e-01,1.70e-01,3.74e-01,8.13e+02,4.89e+02
9.42e+04,1.56e-01,1.68e-01,1.70e-01,3.74e-01,8.13e+02,4.89e+02
9.47e+04,1.32e-01,1.40e-01,1.70e-01,3.74e-01,8.14e+02,4.89e+02
9.52e+04,1.57e-01,1.68e-01,1.70e-01,3.74e-01,8.14e+02,4.90e+02
9.57e+04,1.38e-01,1.47e-01,1.70e-01,3.74e-01,8.15e+02,4.90e+02
9.63e+04,1.43e-01,1.55e-01,1.70e-01,3.74e-01,8.14e+02,4.90e+02
9.68e+04,1.35e-01,1.44e-01,1.70e-01,3.74e-01,8.13e+02,4.90e+02
9.73e+04,1.37e-01,1.47e-01,1.70e-01,3.74e-01,8.13e+02,4.89e+02
9.78e+04,1.22e-01,1.38e-01,1.70e-01,3.74e-01,8.13e+02,4.90e+02
9.83e+04,1.62e-01,1.71e-01,1.71e-01,3.50e-01,8.15e+02,4.91e+02
9.88e+04,1.52e-01,1.62e-01,1.71e-01,3.50e-01,8.13e+02,4.90e+02
9.93e+04,1.56e-01,1.70e-01,1.71e-01,3.50e-01,8.14e+02,4.91e+02
9.98e+04,1.44e-01,1.55e-01,1.71e-01,3.50e-01,8.14e+02,4.90e+02
1.00e+05,1.45e-01,1.57e-01,1.71e-01,3.50e-01,8.15e+02,4.93e+02
1.01e+05,1.30e-01,1.42e-01,1.71e-01,3.50e-01,8.14e+02,4.89e+02
1.01e+05,1.57e-01,1.68e-01,1.71e-01,3.50e-01,8.14e+02,4.90e+02
1.02e+05,1.41e-01,1.51e-01,1.71e-01,3.50e-01,8.13e+02,4.90e+02
1.02e+05,1.36e-01,1.47e-01,1.71e-01,3.50e-01,8.12e+02,4.88e+02
1.03e+05,1.51e-01,1.60e-01,1.71e-01,3.50e-01,8.15e+02,4.92e+02
1.03e+05,1.28e-01,1.40e-01,1.71e-01,3.50e-01,8.13e+02,4.89e+02
1.04e+05,1.32e-01,1.40e-01,1.71e-01,3.50e-01,8.12e+02,4.88e+02
1.04e+05,1.46e-01,1.53e-01,1.71e-01,3.50e-01,8.13e+02,4.89e+02
1.05e+05,1.37e-01,1.45e-01,1.71e-01,3.50e-01,8.13e+02,4.89e+02
1.05e+05,1.30e-01,1.37e-01,1.71e-01,3.50e-01,8.12e+02,4.89e+02
1.06e+05,1.34e-01,1.43e-01,1.71e-01,3.50e-01,8.13e+02,4.88e+02
1.06e+05,1.30e-01,1.35e-01,1.71e-01,3.50e-01,8.12e+02,4.89e+02
1.07e+05,1.39e-01,1.46e-01,1.71e-01,3.50e-01,8.13e+02,4.89e+02
1.08e+05,1.43e-01,1.51e-01,1.71e-01,3.50e-01,8.12e+02,4.89e+02
1.08e+05,1.57e-01,1.66e-01,1.71e-01,3.50e-01,8.13e+02,4.89e+02
1.09e+05,1.52e-01,1.63e-01,1.71e-01,3.50e-01,8.12e+02,4.88e+02
1.09e+05,1.48e-01,1.58e-01,1.71e-01,3.50e-01,8.12e+02,4.88e+02
1.10e+05,1.55e-01,1.63e-01,1.71e-01,3.50e-01,8.12e+02,4.89e+02
1.10e+05,1.41e-01,1.50e-01,1.71e-01,3.50e-01,8.12e+02,4.90e+02
1.11e+05,1.45e-01,1.55e-01,1.71e-01,3.50e-01,8.12e+02,4.90e+02
1.11e+05,1.51e-01,1.60e-01,1.71e-01,3.50e-01,8.12e+02,4.89e+02
1.12e+05,1.37e-01,1.47e-01,1.71e-01,3.50e-01,8.13e+02,4.92e+02
1.12e+05,1.32e-01,1.42e-01,1.71e-01,3.50e-01,8.12e+02,4.92e+02
1.13e+05,1.44e-01,1.51e-01,1.71e-01,3.50e-01,8.12e+02,4.90e+02
1.13e+05,1.47e-01,1.55e-01,1.71e-01,3.50e-01,8.12e+02,4.89e+02
1.14e+05,1.34e-01,1.45e-01,1.71e-01,3.50e-01,8.12e+02,4.89e+02
1.14e+05,1.24e-01,1.34e-01,1.71e-01,3.50e-01,8.12e+02,4.90e+02
1.15e+05,1.44e-01,1.53e-01,1.71e-01,3.50e-01,8.12e+02,4.90e+02
1.15e+05,1.48e-01,1.57e-01,1.71e-01,3.50e-01,8.12e+02,4.90e+02
1.16e+05,1.41e-01,1.50e-01,1.71e-01,3.50e-01,8.12e+02,4.90e+02
1.16e+05,1.46e-01,1.55e-01,1.71e-01,3.50e-01,8.12e+02,4.94e+02
1.17e+05,1.50e-01,1.61e-01,1.71e-01,3.50e-01,8.12e+02,4.96e+02
1.17e+05,1.26e-01,1.35e-01,1.71e-01,3.50e-01,8.12e+02,4.94e+02
1.18e+05,1.38e-01,1.46e-01,1.71e-01,3.50e-01,8.13e+02,4.96e+02
1.18e+05,1.41e-01,1.50e-01,1.71e-01,3.50e-01,8.12e+02,4.93e+02
1.19e+05,1.34e-01,1.45e-01,1.71e-01,3.50e-01,8.13e+02,4.93e+02
1.19e+05,1.35e-01,1.46e-01,1.71e-01,3.50e-01,8.13e+02,4.93e+02
1.20e+05,1.43e-01,1.56e-01,1.71e-01,3.50e-01,8.13e+02,4.91e+02
1.20e+05,1.31e-01,1.42e-01,1.71e-01,3.50e-01,8.13e+02,4.91e+02
1.21e+05,1.31e-01,1.44e-01,1.71e-01,3.50e-01,8.13e+02,4.91e+02
1.21e+05,1.49e-01,1.58e-01,1.71e-01,3.50e-01,8.14e+02,4.94e+02
1.22e+05,1.26e-01,1.37e-01,1.71e-01,3.50e-01,8.14e+02,4.92e+02
1.22e+05,1.39e-01,1.53e-01,1.71e-01,3.50e-01,8.14e+02,4.92e+02
1.23e+05,1.43e-01,1.55e-01,1.71e-01,3.50e-01,8.14e+02,4.97e+02
1.23e+05,1.32e-01,1.45e-01,1.71e-01,3.50e-01,8.14e+02,4.96e+02
1.24e+05,1.33e-01,1.44e-01,1.71e-01,3.50e-01,8.14e+02,4.96e+02
1.24e+05,1.33e-01,1.42e-01,1.71e-01,3.50e-01,8.14e+02,4.89e+02
1.25e+05,1.37e-01,1.50e-01,1.71e-01,3.50e-01,8.13e+02,4.90e+02
1.25e+05,1.44e-01,1.57e-01,1.71e-01,3.50e-01,8.14e+02,4.90e+02
1.26e+05,1.35e-01,1.46e-01,1.71e-01,3.50e-01,8.15e+02,4.97e+02
1.26e+05,1.29e-01,1.38e-01,1.71e-01,3.50e-01,8.14e+02,4.91e+02
1.27e+05,1.52e-01,1.64e-01,1.71e-01,3.50e-01,8.15e+02,4.97e+02
1.27e+05,1.43e-01,1.51e-01,1.71e-01,3.50e-01,8.14e+02,4.95e+02
1.28e+05,1.31e-01,1.45e-01,1.71e-01,3.50e-01,8.14e+02,4.90e+02
1.29e+05,1.58e-01,1.70e-01,1.71e-01,3.50e-01,8.14e+02,4.95e+02
1.29e+05,1.55e-01,1.61e-01,1.71e-01,3.50e-01,8.13e+02,4.89e+02
1.30e+05,1.36e-01,1.43e-01,1.71e-01,3.50e-01,8.14e+02,4.90e+02
1.30e+05,1.32e-01,1.42e-01,1.71e-01,3.50e-01,8.14e+02,4.89e+02
1.31e+05,1.41e-01,1.53e-01,1.71e-01,3.50e-01,8.14e+02,4.90e+02
1.31e+05,1.46e-01,1.57e-01,1.71e-01,3.50e-01,8.14e+02,4.92e+02
1.32e+05,1.44e-01,1.56e-01,1.71e-01,3.50e-01,8.14e+02,4.90e+02
1.32e+05,1.32e-01,1.42e-01,1.71e-01,3.50e-01,8.14e+02,4.95e+02
1.33e+05,1.51e-01,1.61e-01,1.71e-01,3.50e-01,8.14e+02,4.93e+02
1.33e+05,1.34e-01,1.48e-01,1.71e-01,3.50e-01,8.14e+02,4.91e+02
1.34e+05,1.37e-01,1.50e-01,1.71e-01,3.50e-01,8.14e+02,4.91e+02
1.34e+05,1.35e-01,1.45e-01,1.71e-01,3.50e-01,8.14e+02,4.92e+02
1.35e+05,1.39e-01,1.47e-01,1.71e-01,3.50e-01,8.14e+02,4.90e+02
1.35e+05,1.54e-01,1.64e-01,1.71e-01,3.50e-01,8.14e+02,4.90e+02
1.36e+05,1.31e-01,1.40e-01,1.71e-01,3.50e-01,8.14e+02,4.91e+02
1.36e+05,1.34e-01,1.43e-01,1.71e-01,3.50e-01,8.15e+02,4.96e+02
1.37e+05,1.42e-01,1.54e-01,1.71e-01,3.50e-01,8.15e+02,4.93e+02
1.37e+05,1.45e-01,1.52e-01,1.71e-01,3.50e-01,8.15e+02,4.93e+02
1.38e+05,1.43e-01,1.54e-01,1.71e-01,3.50e-01,8.14e+02,4.92e+02
1.38e+05,1.30e-01,1.41e-01,1.71e-01,3.50e-01,8.14e+02,4.96e+02
1.39e+05,1.55e-01,1.68e-01,1.71e-01,3.50e-01,8.15e+02,4.99e+02
1.39e+05,1.34e-01,1.49e-01,1.71e-01,3.50e-01,8.15e+02,4.92e+02
1.40e+05,1.44e-01,1.51e-01,1.71e-01,3.50e-01,8.15e+02,4.94e+02
1.40e+05,1.25e-01,1.36e-01,1.71e-01,3.50e-01,8.15e+02,4.93e+02
1.41e+05,1.38e-01,1.47e-01,1.71e-01,3.50e-01,8.15e+02,4.98e+02
1.41e+05,1.35e-01,1.46e-01,1.71e-01,3.50e-01,8.15e+02,4.93e+02
1.42e+05,1.44e-01,1.55e-01,1.71e-01,3.50e-01,8.15e+02,4.92e+02
1.42e+05,1.40e-01,1.49e-01,1.71e-01,3.50e-01,8.15e+02,4.93e+02
1.43e+05,1.35e-01,1.45e-01,1.71e-01,3.50e-01,8.15e+02,4.92e+02
1.43e+05,1.45e-01,1.56e-01,1.71e-01,3.50e-01,8.15e+02,4.92e+02
1.44e+05,1.30e-01,1.39e-01,1.71e-01,3.50e-01,8.15e+02,4.92e+02
1.44e+05,1.53e-01,1.62e-01,1.71e-01,3.50e-01,8.15e+02,4.93e+02
1.45e+05,1.18e-01,1.32e-01,1.71e-01,3.50e-01,8.15e+02,4.93e+02
1.45e+05,1.56e-01,1.71e-01,1.71e-01,3.42e-01,8.15e+02,4.92e+02
1.46e+05,1.32e-01,1.43e-01,1.71e-01,3.42e-01,8.15e+02,4.93e+02
